observation_id,strain,concentration_ugml,treatment,timepoint_hrs,biological_replicate,technical_replicate,plate,od600_planktonic,log10_cfu_ml,biofilm_od570,metabolic_rfu,pct_inhibition_od600,pct_inhibition_biofilm,pct_inhibition_metabolic
OBS_00221,PAO1,2,AMP-247,8,3,2,Plate_C,0.3487,9.36,0.3827,9106,30.6,5.0,5.7
OBS_00222,PAO1,2,AMP-247,8,3,3,Plate_C,0.4927,9.14,0.4762,7640,2.0,-18.2,20.9
OBS_00223,PAO1,2,AMP-247,12,3,1,Plate_C,0.5515,10.03,0.4291,14046,14.4,8.1,-22.1
OBS_00224,PAO1,2,AMP-247,12,3,2,Plate_C,0.504,9.85,0.3158,11294,21.7,32.4,1.8
OBS_00225,PAO1,2,AMP-247,12,3,3,Plate_C,0.6659,9.17,0.453,11830,-3.4,3.0,-2.9
OBS_00226,PAO1,2,AMP-247,24,3,1,Plate_C,0.7521,10.37,0.5018,13860,5.4,16.0,2.6
OBS_00227,PAO1,2,AMP-247,24,3,2,Plate_C,0.6951,10.05,0.4843,11493,12.6,18.9,19.3
OBS_00228,PAO1,2,AMP-247,24,3,3,Plate_C,0.7856,9.68,0.4891,12931,1.2,18.1,9.2
OBS_00229,PAO1,4,AMP-247,4,3,1,Plate_C,0.2724,9.15,0.2956,6717,14.4,-0.2,-23.0
OBS_00230,PAO1,4,AMP-247,4,3,2,Plate_C,0.3131,9.34,0.2077,4996,1.6,29.6,8.5
OBS_00231,PAO1,4,AMP-247,4,3,3,Plate_C,0.3042,8.74,0.2347,6124,4.4,20.5,-12.2
OBS_00232,PAO1,4,AMP-247,8,3,1,Plate_C,0.5072,9.81,0.377,9614,-0.9,6.4,0.5
OBS_00233,PAO1,4,AMP-247,8,3,2,Plate_C,0.4638,9.09,0.2403,11544,7.7,40.3,-19.5
OBS_00234,PAO1,4,AMP-247,8,3,3,Plate_C,0.3889,9.25,0.4646,13211,22.6,-15.3,-36.8
OBS_00235,PAO1,4,AMP-247,12,3,1,Plate_C,0.6816,9.61,0.3838,13785,-5.8,17.8,-19.9
OBS_00236,PAO1,4,AMP-247,12,3,2,Plate_C,0.5437,9.96,0.2708,12674,15.6,42.0,-10.2
OBS_00237,PAO1,4,AMP-247,12,3,3,Plate_C,0.5562,9.38,0.412,11381,13.6,11.8,1.0
OBS_00238,PAO1,4,AMP-247,24,3,1,Plate_C,0.6367,9.68,0.5168,12882,19.9,13.5,9.5
OBS_00239,PAO1,4,AMP-247,24,3,2,Plate_C,0.7556,9.36,0.5766,13431,5.0,3.5,5.6
OBS_00240,PAO1,4,AMP-247,24,3,3,Plate_C,0.784,10.13,0.5667,15995,1.4,5.1,-12.4
OBS_00241,PAO1,8,AMP-247,4,3,1,Plate_C,0.2707,8.9,0.1461,5699,14.9,50.5,-4.4
OBS_00242,PAO1,8,AMP-247,4,3,2,Plate_C,0.347,8.93,0.1441,3964,-9.1,51.2,27.4
OBS_00243,PAO1,8,AMP-247,4,3,3,Plate_C,0.2327,9.35,0.1405,6548,26.9,52.4,-19.9
OBS_00244,PAO1,8,AMP-247,8,3,1,Plate_C,0.4404,9.0,0.3121,11579,12.4,22.5,-19.9
OBS_00245,PAO1,8,AMP-247,8,3,2,Plate_C,0.4716,9.76,0.4024,10409,6.2,0.1,-7.7
OBS_00246,PAO1,8,AMP-247,8,3,3,Plate_C,0.5638,9.87,0.1895,7727,-12.2,53.0,20.0
OBS_00247,PAO1,8,AMP-247,12,3,1,Plate_C,0.5232,9.32,0.3534,10691,18.8,24.3,7.0
OBS_00248,PAO1,8,AMP-247,12,3,2,Plate_C,0.601,9.69,0.4364,12768,6.7,6.6,-11.0
OBS_00249,PAO1,8,AMP-247,12,3,3,Plate_C,0.5222,9.52,0.4009,13715,18.9,14.2,-19.3
OBS_00250,PAO1,8,AMP-247,24,3,1,Plate_C,0.6462,9.69,0.4715,13726,18.7,21.1,3.6
OBS_00251,PAO1,8,AMP-247,24,3,2,Plate_C,0.7393,9.99,0.6251,14247,7.0,-4.7,-0.1
OBS_00252,PAO1,8,AMP-247,24,3,3,Plate_C,0.7608,9.99,0.4506,11816,4.3,24.6,17.0
OBS_00253,PAO1,16,AMP-247,4,3,1,Plate_C,0.2907,8.64,0.02,5891,8.6,93.2,-7.9
OBS_00254,PAO1,16,AMP-247,4,3,2,Plate_C,0.2975,9.46,0.0972,5866,6.5,67.1,-7.4
OBS_00255,PAO1,16,AMP-247,4,3,3,Plate_C,0.2401,8.81,0.1636,6321,24.5,44.6,-15.8
OBS_00256,PAO1,16,AMP-247,8,3,1,Plate_C,0.5056,9.15,0.3998,9261,-0.6,0.8,4.1
OBS_00257,PAO1,16,AMP-247,8,3,2,Plate_C,0.5467,8.97,0.4013,9666,-8.8,0.4,-0.1
OBS_00258,PAO1,16,AMP-247,8,3,3,Plate_C,0.5418,9.57,0.4408,9457,-7.8,-9.4,2.1
OBS_00259,PAO1,16,AMP-247,12,3,1,Plate_C,0.5146,10.08,0.57,9735,20.1,-22.1,15.3
OBS_00260,PAO1,16,AMP-247,12,3,2,Plate_C,0.6375,9.12,0.5512,13362,1.0,-18.0,-16.2
OBS_00261,PAO1,16,AMP-247,12,3,3,Plate_C,0.5514,9.93,0.5458,9404,14.4,-16.9,18.2
OBS_00262,PAO1,16,AMP-247,24,3,1,Plate_C,0.7334,10.56,0.5647,15319,7.8,5.5,-7.6
OBS_00263,PAO1,16,AMP-247,24,3,2,Plate_C,0.6994,10.1,0.5569,13945,12.0,6.8,2.0
OBS_00264,PAO1,16,AMP-247,24,3,3,Plate_C,0.681,9.52,0.6521,18138,14.4,-9.2,-27.4
OBS_00265,PAO1,32,AMP-247,4,3,1,Plate_C,0.2115,9.0,0.3226,6357,33.5,-9.3,-16.4
OBS_00266,PAO1,32,AMP-247,4,3,2,Plate_C,0.3577,9.02,0.2762,5164,-12.4,6.4,5.4
OBS_00267,PAO1,32,AMP-247,4,3,3,Plate_C,0.2489,8.95,0.1189,5340,21.8,59.7,2.2
OBS_00268,PAO1,32,AMP-247,8,3,1,Plate_C,0.4582,9.3,0.3974,10007,8.8,1.3,-3.6
OBS_00269,PAO1,32,AMP-247,8,3,2,Plate_C,0.4604,8.98,0.2415,11004,8.4,40.0,-13.9
OBS_00270,PAO1,32,AMP-247,8,3,3,Plate_C,0.545,9.61,0.4914,7608,-8.4,-22.0,21.2
OBS_00271,PAO1,32,AMP-247,12,3,1,Plate_C,0.494,9.87,0.4217,12485,23.3,9.7,-8.6
OBS_00272,PAO1,32,AMP-247,12,3,2,Plate_C,0.5222,9.56,0.4207,11539,18.9,9.9,-0.3
OBS_00273,PAO1,32,AMP-247,12,3,3,Plate_C,0.6447,9.42,0.4377,11950,-0.1,6.3,-3.9
OBS_00274,PAO1,32,AMP-247,24,3,1,Plate_C,0.68,10.12,0.4994,14430,14.5,16.4,-1.4
OBS_00275,PAO1,32,AMP-247,24,3,2,Plate_C,0.7189,10.6,0.6056,12374,9.6,-1.4,13.1
OBS_00276,PAO1,32,AMP-247,24,3,3,Plate_C,0.6972,9.77,0.4521,12649,12.3,24.3,11.1
OBS_00277,PAO1,64,AMP-247,4,3,1,Plate_C,0.2321,9.12,0.2489,4960,27.1,15.6,9.2
OBS_00278,PAO1,64,AMP-247,4,3,2,Plate_C,0.2969,9.17,0.1271,4636,6.7,56.9,15.1
OBS_00279,PAO1,64,AMP-247,4,3,3,Plate_C,0.3319,8.87,0.2298,8136,-4.3,22.1,-49.0
OBS_00280,PAO1,64,AMP-247,8,3,1,Plate_C,0.5511,9.03,0.3739,9151,-9.7,7.2,5.3
OBS_00281,PAO1,64,AMP-247,8,3,2,Plate_C,0.503,8.73,0.3072,7764,-0.1,23.7,19.6
OBS_00282,PAO1,64,AMP-247,8,3,3,Plate_C,0.404,9.71,0.4383,9478,19.6,-8.8,1.9
OBS_00283,PAO1,64,AMP-247,12,3,1,Plate_C,0.5016,9.84,0.5,11869,22.1,-7.1,-3.2
OBS_00284,PAO1,64,AMP-247,12,3,2,Plate_C,0.5748,9.63,0.4136,10354,10.8,11.4,10.0
OBS_00285,PAO1,64,AMP-247,12,3,3,Plate_C,0.6032,9.87,0.4641,12243,6.3,0.6,-6.5
OBS_00286,PAO1,64,AMP-247,24,3,1,Plate_C,0.767,9.91,0.6651,12058,3.5,-11.4,15.3
OBS_00287,PAO1,64,AMP-247,24,3,2,Plate_C,0.7613,9.65,0.6587,14082,4.3,-10.3,1.1
OBS_00288,PAO1,64,AMP-247,24,3,3,Plate_C,0.6083,9.59,0.4885,15323,23.5,18.2,-7.6
OBS_00289,PA14,0,Vehicle,4,1,1,Plate_A,0.5062,8.79,0.2918,5163,-23.0,5.0,16.8
OBS_00290,PA14,0,Vehicle,4,1,2,Plate_A,0.36,9.05,0.3871,5969,12.5,-26.0,3.8
OBS_00291,PA14,0,Vehicle,4,1,3,Plate_A,0.3599,8.99,0.2733,7358,12.6,11.0,-18.6
OBS_00292,PA14,0,Vehicle,8,1,1,Plate_A,0.6508,10.0,0.4285,10981,-4.4,-0.2,-3.6
OBS_00293,PA14,0,Vehicle,8,1,2,Plate_A,0.6502,9.47,0.3265,10274,-4.3,23.7,3.0
OBS_00294,PA14,0,Vehicle,8,1,3,Plate_A,0.6489,9.4,0.5356,10536,-4.1,-25.2,0.6
OBS_00295,PA14,0,Vehicle,12,1,1,Plate_A,0.7149,10.51,0.6073,10474,2.5,-3.7,15.2
OBS_00296,PA14,0,Vehicle,12,1,2,Plate_A,0.7761,9.61,0.433,9639,-5.8,26.1,22.0
OBS_00297,PA14,0,Vehicle,12,1,3,Plate_A,0.7709,9.82,0.622,10805,-5.1,-6.2,12.5
OBS_00298,PA14,0,Vehicle,24,1,1,Plate_A,0.9137,10.36,0.6142,18229,-4.3,9.5,-12.8
OBS_00299,PA14,0,Vehicle,24,1,2,Plate_A,0.9376,10.44,0.5996,18710,-7.1,11.6,-15.8
OBS_00300,PA14,0,Vehicle,24,1,3,Plate_A,0.7954,9.93,0.6968,16265,9.2,-2.7,-0.7
OBS_00301,PA14,1,AMP-247,4,1,1,Plate_A,0.2637,9.38,0.4631,6100,35.9,-50.8,1.7
OBS_00302,PA14,1,AMP-247,4,1,2,Plate_A,0.4019,9.02,0.3864,8783,2.4,-25.8,-41.6
OBS_00303,PA14,1,AMP-247,4,1,3,Plate_A,0.4616,8.48,0.2476,4101,-12.1,19.4,33.9
OBS_00304,PA14,1,AMP-247,8,1,1,Plate_A,0.5969,9.22,0.4829,9020,4.3,-12.9,14.9
OBS_00305,PA14,1,AMP-247,8,1,2,Plate_A,0.6123,9.56,0.4304,8612,1.8,-0.6,18.7
OBS_00306,PA14,1,AMP-247,8,1,3,Plate_A,0.6183,9.24,0.5422,12330,0.8,-26.8,-16.4
OBS_00307,PA14,1,AMP-247,12,1,1,Plate_A,0.8119,9.65,0.6961,14068,-10.7,-18.9,-13.9
OBS_00308,PA14,1,AMP-247,12,1,2,Plate_A,0.712,10.34,0.5805,12554,2.9,0.9,-1.6
OBS_00309,PA14,1,AMP-247,12,1,3,Plate_A,0.7348,9.85,0.5874,14175,-0.2,-0.3,-14.7
OBS_00310,PA14,1,AMP-247,24,1,1,Plate_A,0.8177,10.13,0.6581,16171,6.6,3.0,-0.1
OBS_00311,PA14,1,AMP-247,24,1,2,Plate_A,0.9028,10.34,0.4618,13499,-3.1,31.9,16.5
OBS_00312,PA14,1,AMP-247,24,1,3,Plate_A,1.0582,9.92,0.7437,16146,-20.8,-9.6,0.1
OBS_00313,PA14,2,AMP-247,4,1,1,Plate_A,0.3704,9.11,0.3005,6394,10.0,2.2,-3.1
OBS_00314,PA14,2,AMP-247,4,1,2,Plate_A,0.3869,9.6,0.3237,8439,6.0,-5.4,-36.0
OBS_00315,PA14,2,AMP-247,4,1,3,Plate_A,0.4454,9.71,0.452,7172,-8.2,-47.2,-15.6
OBS_00316,PA14,2,AMP-247,8,1,1,Plate_A,0.6096,10.19,0.6023,11646,2.2,-40.8,-9.9
OBS_00317,PA14,2,AMP-247,8,1,2,Plate_A,0.6168,8.97,0.3771,12320,1.1,11.8,-16.3
OBS_00318,PA14,2,AMP-247,8,1,3,Plate_A,0.6759,9.65,0.5871,6708,-8.4,-37.2,36.7
OBS_00319,PA14,2,AMP-247,12,1,1,Plate_A,0.7854,9.67,0.6056,10080,-7.1,-3.4,18.4
OBS_00320,PA14,2,AMP-247,12,1,2,Plate_A,0.6503,9.5,0.4641,11587,11.3,20.7,6.2
OBS_00321,PA14,2,AMP-247,12,1,3,Plate_A,0.6838,9.99,0.6035,12893,6.8,-3.1,-4.4
OBS_00322,PA14,2,AMP-247,24,1,1,Plate_A,0.9353,10.2,0.6181,15196,-6.8,8.9,6.0
OBS_00323,PA14,2,AMP-247,24,1,2,Plate_A,0.9198,9.82,0.5626,16930,-5.0,17.1,-4.8
OBS_00324,PA14,2,AMP-247,24,1,3,Plate_A,0.8307,9.77,0.7679,16173,5.1,-13.2,-0.1
OBS_00325,PA14,4,AMP-247,4,1,1,Plate_A,0.4066,9.62,0.309,4803,1.2,-0.6,22.6
OBS_00326,PA14,4,AMP-247,4,1,2,Plate_A,0.2526,9.1,0.3081,6923,38.6,-0.3,-11.6
OBS_00327,PA14,4,AMP-247,4,1,3,Plate_A,0.4391,9.23,0.3742,5865,-6.7,-21.8,5.5
OBS_00328,PA14,4,AMP-247,8,1,1,Plate_A,0.6412,9.57,0.5656,12062,-2.8,-32.2,-13.8
OBS_00329,PA14,4,AMP-247,8,1,2,Plate_A,0.5761,9.55,0.4437,10443,7.6,-3.7,1.5
OBS_00330,PA14,4,AMP-247,8,1,3,Plate_A,0.5831,9.65,0.4411,10588,6.5,-3.1,0.1
OBS_00331,PA14,4,AMP-247,12,1,1,Plate_A,0.7426,9.34,0.4279,12088,-1.2,26.9,2.2
OBS_00332,PA14,4,AMP-247,12,1,2,Plate_A,0.7727,9.24,0.4999,13274,-5.3,14.6,-7.4
OBS_00333,PA14,4,AMP-247,12,1,3,Plate_A,0.7769,9.83,0.5777,13717,-5.9,1.3,-11.0
OBS_00334,PA14,4,AMP-247,24,1,1,Plate_A,0.9526,10.12,0.7115,15572,-8.8,-4.9,3.6
OBS_00335,PA14,4,AMP-247,24,1,2,Plate_A,0.8842,9.73,0.5961,14732,-1.0,12.1,8.8
OBS_00336,PA14,4,AMP-247,24,1,3,Plate_A,0.8999,9.86,0.6399,14977,-2.8,5.7,7.3
OBS_00337,PA14,8,AMP-247,4,1,1,Plate_A,0.5003,9.02,0.333,9152,-21.6,-8.4,-47.5
OBS_00338,PA14,8,AMP-247,4,1,2,Plate_A,0.3956,9.01,0.3371,6182,3.9,-9.7,0.3
OBS_00339,PA14,8,AMP-247,4,1,3,Plate_A,0.3381,8.97,0.4737,5326,17.9,-54.2,14.1
OBS_00340,PA14,8,AMP-247,8,1,1,Plate_A,0.5457,9.26,0.4645,9186,12.5,-8.6,13.3
OBS_00341,PA14,8,AMP-247,8,1,2,Plate_A,0.6529,9.63,0.5055,11595,-4.7,-18.2,-9.4
OBS_00342,PA14,8,AMP-247,8,1,3,Plate_A,0.6447,9.57,0.3268,12905,-3.4,23.6,-21.8
OBS_00343,PA14,8,AMP-247,12,1,1,Plate_A,0.7478,9.72,0.64,10457,-1.9,-9.3,15.4
OBS_00344,PA14,8,AMP-247,12,1,2,Plate_A,0.7303,9.83,0.5702,10252,0.4,2.6,17.0
OBS_00345,PA14,8,AMP-247,12,1,3,Plate_A,0.669,10.14,0.4122,12781,8.8,29.6,-3.4
OBS_00346,PA14,8,AMP-247,24,1,1,Plate_A,0.8269,9.94,0.6108,16560,5.6,10.0,-2.5
OBS_00347,PA14,8,AMP-247,24,1,2,Plate_A,0.9069,9.94,0.7065,16071,-3.6,-4.1,0.6
OBS_00348,PA14,8,AMP-247,24,1,3,Plate_A,0.8465,10.24,0.5422,14201,3.3,20.1,12.1
OBS_00349,PA14,16,AMP-247,4,1,1,Plate_A,0.5214,9.68,0.3362,4797,-26.7,-9.5,22.7
OBS_00350,PA14,16,AMP-247,4,1,2,Plate_A,0.4294,9.42,0.3413,3410,-4.3,-11.1,45.0
OBS_00351,PA14,16,AMP-247,4,1,3,Plate_A,0.386,10.15,0.3747,10783,6.2,-22.0,-73.8
OBS_00352,PA14,16,AMP-247,8,1,1,Plate_A,0.6455,9.98,0.3643,10966,-3.5,14.8,-3.5
OBS_00353,PA14,16,AMP-247,8,1,2,Plate_A,0.5743,9.63,0.5088,9637,7.9,-18.9,9.1
OBS_00354,PA14,16,AMP-247,8,1,3,Plate_A,0.6049,9.93,0.5103,9692,3.0,-19.3,8.5
OBS_00355,PA14,16,AMP-247,12,1,1,Plate_A,0.6629,9.76,0.471,16027,9.6,19.6,-29.7
OBS_00356,PA14,16,AMP-247,12,1,2,Plate_A,0.6997,9.61,0.5489,15474,4.6,6.3,-25.2
OBS_00357,PA14,16,AMP-247,12,1,3,Plate_A,0.6392,9.79,0.6608,16160,12.9,-12.9,-30.8
OBS_00358,PA14,16,AMP-247,24,1,1,Plate_A,0.826,10.14,0.6358,16132,5.7,6.3,0.2
OBS_00359,PA14,16,AMP-247,24,1,2,Plate_A,0.8454,10.09,0.6878,15918,3.5,-1.4,1.5
OBS_00360,PA14,16,AMP-247,24,1,3,Plate_A,0.9037,10.16,0.6256,17214,-3.2,7.8,-6.5
OBS_00361,PA14,32,AMP-247,4,1,1,Plate_A,0.3999,9.18,0.3398,5198,2.8,-10.6,16.2
OBS_00362,PA14,32,AMP-247,4,1,2,Plate_A,0.3402,9.28,0.1651,4450,17.3,46.2,28.3
OBS_00363,PA14,32,AMP-247,4,1,3,Plate_A,0.4697,8.96,0.2709,4922,-14.1,11.8,20.7
OBS_00364,PA14,32,AMP-247,8,1,1,Plate_A,0.594,9.78,0.3811,9781,4.7,10.9,7.7
OBS_00365,PA14,32,AMP-247,8,1,2,Plate_A,0.5953,9.34,0.4765,11115,4.5,-11.4,-4.9
OBS_00366,PA14,32,AMP-247,8,1,3,Plate_A,0.598,9.14,0.3616,10514,4.1,15.5,0.8
OBS_00367,PA14,32,AMP-247,12,1,1,Plate_A,0.7428,10.78,0.5874,11074,-1.3,-0.3,10.4
OBS_00368,PA14,32,AMP-247,12,1,2,Plate_A,0.7345,9.44,0.6915,15203,-0.1,-18.1,-23.0
OBS_00369,PA14,32,AMP-247,12,1,3,Plate_A,0.6324,9.91,0.5525,14611,13.8,5.6,-18.3
OBS_00370,PA14,32,AMP-247,24,1,1,Plate_A,0.9086,9.4,0.6948,14733,-3.8,-2.4,8.8
OBS_00371,PA14,32,AMP-247,24,1,2,Plate_A,0.8576,10.09,0.642,13365,2.1,5.4,17.3
OBS_00372,PA14,32,AMP-247,24,1,3,Plate_A,0.876,9.17,0.7305,13935,-0.0,-7.7,13.8
OBS_00373,PA14,64,AMP-247,4,1,1,Plate_A,0.3395,9.34,0.3108,7613,17.5,-1.2,-22.7
OBS_00374,PA14,64,AMP-247,4,1,2,Plate_A,0.3985,9.2,0.2936,7487,3.2,4.4,-20.7
OBS_00375,PA14,64,AMP-247,4,1,3,Plate_A,0.4394,8.99,0.3718,7116,-6.8,-21.0,-14.7
OBS_00376,PA14,64,AMP-247,8,1,1,Plate_A,0.4942,9.89,0.5456,10126,20.7,-27.5,4.4
OBS_00377,PA14,64,AMP-247,8,1,2,Plate_A,0.6706,9.49,0.4375,10792,-7.6,-2.3,-1.8
OBS_00378,PA14,64,AMP-247,8,1,3,Plate_A,0.5082,9.3,0.4155,10131,18.5,2.9,4.4
OBS_00379,PA14,64,AMP-247,12,1,1,Plate_A,0.7079,10.29,0.5326,14640,3.5,9.0,-18.5
OBS_00380,PA14,64,AMP-247,12,1,2,Plate_A,0.7823,9.83,0.4608,12590,-6.6,21.3,-1.9
OBS_00381,PA14,64,AMP-247,12,1,3,Plate_A,0.7237,10.02,0.6456,12448,1.3,-10.3,-0.8
OBS_00382,PA14,64,AMP-247,24,1,1,Plate_A,0.9529,10.03,0.5556,14775,-8.8,18.1,8.6
OBS_00383,PA14,64,AMP-247,24,1,2,Plate_A,0.8775,10.59,0.6254,16691,-0.2,7.8,-3.3
OBS_00384,PA14,64,AMP-247,24,1,3,Plate_A,0.8766,10.4,0.8141,14892,-0.1,-20.0,7.8
OBS_00385,PA14,0,Vehicle,4,2,1,Plate_B,0.5133,9.84,0.3791,7342,-24.7,-23.4,-18.4
OBS_00386,PA14,0,Vehicle,4,2,2,Plate_B,0.5882,9.28,0.4591,6537,-42.9,-49.5,-5.4
OBS_00387,PA14,0,Vehicle,4,2,3,Plate_B,0.6392,9.12,0.3786,7741,-55.3,-23.3,-24.8
OBS_00388,PA14,0,Vehicle,8,2,1,Plate_B,0.6955,8.98,0.5359,9294,-11.5,-25.3,12.3
OBS_00389,PA14,0,Vehicle,8,2,2,Plate_B,0.7533,10.0,0.5463,10896,-20.8,-27.7,-2.8
OBS_00390,PA14,0,Vehicle,8,2,3,Plate_B,0.7412,9.93,0.3797,13147,-18.9,11.2,-24.1
OBS_00391,PA14,0,Vehicle,12,2,1,Plate_B,0.9002,10.31,0.7437,15488,-22.7,-27.0,-25.4
OBS_00392,PA14,0,Vehicle,12,2,2,Plate_B,0.8419,10.21,0.6351,14191,-14.8,-8.5,-14.9
OBS_00393,PA14,0,Vehicle,12,2,3,Plate_B,0.8567,10.0,0.56,13725,-16.8,4.4,-11.1
OBS_00394,PA14,0,Vehicle,24,2,1,Plate_B,0.9429,10.13,0.8013,13603,-7.7,-18.1,15.8
OBS_00395,PA14,0,Vehicle,24,2,2,Plate_B,0.9671,10.39,0.7124,14363,-10.4,-5.0,11.1
OBS_00396,PA14,0,Vehicle,24,2,3,Plate_B,0.9992,10.35,0.7903,15236,-14.1,-16.5,5.7
OBS_00397,PA14,1,AMP-247,4,2,1,Plate_B,0.5596,9.22,0.4233,7674,-36.0,-37.8,-23.7
OBS_00398,PA14,1,AMP-247,4,2,2,Plate_B,0.6116,9.66,0.5948,7004,-48.6,-93.6,-12.9
OBS_00399,PA14,1,AMP-247,4,2,3,Plate_B,0.5354,9.93,0.3759,6235,-30.1,-22.4,-0.5
OBS_00400,PA14,1,AMP-247,8,2,1,Plate_B,0.6938,9.68,0.644,12351,-11.3,-50.5,-16.6
OBS_00401,PA14,1,AMP-247,8,2,2,Plate_B,0.7069,9.51,0.6227,10356,-13.4,-45.6,2.3
OBS_00402,PA14,1,AMP-247,8,2,3,Plate_B,0.6353,9.81,0.6387,14073,-1.9,-49.3,-32.8
OBS_00403,PA14,1,AMP-247,12,2,1,Plate_B,0.7922,10.4,0.7008,10972,-8.0,-19.7,11.2
OBS_00404,PA14,1,AMP-247,12,2,2,Plate_B,0.7778,9.59,0.575,14538,-6.0,1.8,-17.7
OBS_00405,PA14,1,AMP-247,12,2,3,Plate_B,0.8496,9.44,0.5487,15102,-15.8,6.3,-22.2
OBS_00406,PA14,1,AMP-247,24,2,1,Plate_B,0.9917,10.27,0.862,15939,-13.2,-27.0,1.4
OBS_00407,PA14,1,AMP-247,24,2,2,Plate_B,1.0495,10.19,0.758,18029,-19.8,-11.7,-11.6
OBS_00408,PA14,1,AMP-247,24,2,3,Plate_B,0.9892,10.14,0.6413,16102,-13.0,5.5,0.4
OBS_00409,PA14,2,AMP-247,4,2,1,Plate_B,0.5338,9.42,0.4689,7958,-29.7,-52.7,-28.3
OBS_00410,PA14,2,AMP-247,4,2,2,Plate_B,0.559,9.22,0.5892,7507,-35.8,-91.8,-21.0
OBS_00411,PA14,2,AMP-247,4,2,3,Plate_B,0.5955,9.46,0.4404,8467,-44.7,-43.4,-36.5
OBS_00412,PA14,2,AMP-247,8,2,1,Plate_B,0.7048,10.11,0.658,10709,-13.0,-53.8,-1.1
OBS_00413,PA14,2,AMP-247,8,2,2,Plate_B,0.7403,10.17,0.4835,11555,-18.7,-13.0,-9.0
OBS_00414,PA14,2,AMP-247,8,2,3,Plate_B,0.6865,9.68,0.6623,12000,-10.1,-54.8,-13.2
OBS_00415,PA14,2,AMP-247,12,2,1,Plate_B,0.8323,9.75,0.7902,11466,-13.5,-35.0,7.2
OBS_00416,PA14,2,AMP-247,12,2,2,Plate_B,0.8396,9.91,0.675,15605,-14.5,-15.3,-26.3
OBS_00417,PA14,2,AMP-247,12,2,3,Plate_B,0.8279,9.59,0.8007,14109,-12.9,-36.7,-14.2
OBS_00418,PA14,2,AMP-247,24,2,1,Plate_B,1.0051,10.2,0.871,14105,-14.8,-28.4,12.7
OBS_00419,PA14,2,AMP-247,24,2,2,Plate_B,1.0529,9.75,0.8015,15036,-20.2,-18.1,7.0
OBS_00420,PA14,2,AMP-247,24,2,3,Plate_B,0.94,10.92,0.7916,19057,-7.3,-16.7,-17.9
OBS_00421,PA14,4,AMP-247,4,2,1,Plate_B,0.3926,9.02,0.4587,6896,4.6,-49.3,-11.2
OBS_00422,PA14,4,AMP-247,4,2,2,Plate_B,0.4739,9.52,0.4951,6932,-15.1,-61.2,-11.7
OBS_00423,PA14,4,AMP-247,4,2,3,Plate_B,0.5054,9.62,0.4108,7267,-22.8,-33.7,-17.1
OBS_00424,PA14,4,AMP-247,8,2,1,Plate_B,0.6596,10.08,0.5982,12873,-5.8,-39.8,-21.5
OBS_00425,PA14,4,AMP-247,8,2,2,Plate_B,0.7351,10.23,0.4978,11573,-17.9,-16.4,-9.2
OBS_00426,PA14,4,AMP-247,8,2,3,Plate_B,0.6565,9.54,0.4972,10067,-5.3,-16.2,5.0
OBS_00427,PA14,4,AMP-247,12,2,1,Plate_B,0.8062,10.3,0.6073,14698,-9.9,-3.7,-19.0
OBS_00428,PA14,4,AMP-247,12,2,2,Plate_B,0.8846,9.9,0.6325,13323,-20.6,-8.0,-7.8
OBS_00429,PA14,4,AMP-247,12,2,3,Plate_B,0.8208,10.17,0.7058,10806,-11.9,-20.5,12.5
OBS_00430,PA14,4,AMP-247,24,2,1,Plate_B,1.045,9.64,0.7002,15265,-19.3,-3.2,5.5
OBS_00431,PA14,4,AMP-247,24,2,2,Plate_B,1.0515,10.43,0.7748,14594,-20.1,-14.2,9.7
OBS_00432,PA14,4,AMP-247,24,2,3,Plate_B,1.0509,10.59,0.6215,14699,-20.0,8.4,9.0
OBS_00433,PA14,8,AMP-247,4,2,1,Plate_B,0.5624,9.77,0.4311,6017,-36.6,-40.4,3.0
OBS_00434,PA14,8,AMP-247,4,2,2,Plate_B,0.6005,9.64,0.4419,9005,-45.9,-43.9,-45.2
OBS_00435,PA14,8,AMP-247,4,2,3,Plate_B,0.5222,9.77,0.4429,7886,-26.9,-44.2,-27.1
OBS_00436,PA14,8,AMP-247,8,2,1,Plate_B,0.7212,9.93,0.4951,13605,-15.7,-15.7,-28.4
OBS_00437,PA14,8,AMP-247,8,2,2,Plate_B,0.7157,9.51,0.5561,11241,-14.8,-30.0,-6.1
OBS_00438,PA14,8,AMP-247,8,2,3,Plate_B,0.8304,10.01,0.7224,9188,-33.2,-68.9,13.3
OBS_00439,PA14,8,AMP-247,12,2,1,Plate_B,0.8114,10.06,0.8084,10380,-10.6,-38.1,16.0
OBS_00440,PA14,8,AMP-247,12,2,2,Plate_B,0.8468,9.61,0.6637,12819,-15.4,-13.3,-3.8
OBS_00441,PA14,8,AMP-247,12,2,3,Plate_B,0.922,9.83,0.5636,13059,-25.7,3.7,-5.7
OBS_00442,PA14,8,AMP-247,24,2,1,Plate_B,1.0149,10.46,0.8044,15663,-15.9,-18.5,3.1
OBS_00443,PA14,8,AMP-247,24,2,2,Plate_B,1.0261,10.2,0.7264,15945,-17.2,-7.1,1.3
OBS_00444,PA14,8,AMP-247,24,2,3,Plate_B,1.1227,10.21,0.8064,18276,-28.2,-18.8,-13.1
